0,1,2,3,4,5,6,7
0.21262571,0.2748298,0.08484551,0.07544547,0.10560478,0.092204,0.0895244,0.06492034
0.47187364,0.4780406,0.00812248,0.00527012,0.01579214,0.00842821,0.00924605,0.00322679
0.44127375,0.55218667,0.0010468557,0.00057783461,0.0023594678,0.0010481549,0.0012071255,0.00030015555
0.5996902,0.39658484,0.00060247805,0.00032438271,0.0013459215,0.00058795791,0.00070672861,0.0001575309
0.53257346,0.46358415,0.00062924594,0.00034534064,0.001340661,0.00062553666,0.00072798005,0.00017356698
0.53333288,0.46309263,0.00059072569,0.0003282199,0.0012188565,0.00058939599,0.00068099651,0.00016634805
0.43650475,0.56027657,0.00053305231,0.00030023852,0.0010753929,0.00054623664,0.00060749019,0.0001562938
0.52064306,0.47642577,0.00049037696,0.00027782895,0.00096501608,0.00049413089,0.0005610314,0.00014286346
0.45378822,0.54238117,0.00064708735,0.00037988514,0.0012004476,0.00066585082,0.00073026126,0.00020708816
0.56322801,0.43306264,0.00063441147,0.00037631716,0.0011403724,0.00063687016,0.00071811595,0.00020333164
0.38092571,0.6156134,0.0005886177,0.00035553952,0.0010350936,0.00062338135,0.0006546998,0.00020359141
0.50850034,0.48796946,0.00060809567,0.00037123731,0.00103821,0.00062398374,0.00067868875,0.00020998585
0.52378124,0.4732565,0.00051118131,0.00031358912,0.00086501864,0.00052483595,0.00057006249,0.00017751729
0.418428,0.57840836,0.00054456922,0.00034099267,0.00089656876,0.00057840138,0.00060048403,0.00020261398
0.48072287,0.51437092,0.00086373341,0.00054802903,0.0013052404,0.00088397425,0.00096503564,0.00034017055
0.5262503,0.46879774,0.00087859656,0.00056321174,0.0012896084,0.00088737858,0.00098011165,0.00035306433
0.41491035,0.58050263,0.00080587046,0.00052846217,0.0011800022,0.00085402967,0.00087389606,0.00034480653
0.51727182,0.4785026,0.000750785,0.0004926697,0.0010792458,0.00076675584,0.00081975199,0.00031640625
0.47828743,0.51836276,0.00059128099,0.00039073799,0.0008544327,0.00061611773,0.00064253615,0.00025467036
0.53185427,0.46547517,0.0004729018,0.00031215194,0.00068275549,0.00048531964,0.00051695667,0.00020041078
0.42147195,0.57625502,0.00039501651,0.0002704692,0.00056655891,0.00042947434,0.00044083857,0.00017068791
0.54198587,0.45539811,0.00046112575,0.00031407707,0.000650356,0.00047842055,0.00051030429,0.00020176853
0.42270714,0.57479405,0.00043359914,0.00030268033,0.00061003439,0.00047432809,0.00047805108,0.00020015499
0.45886359,0.53853321,0.00045316355,0.00031794934,0.00063137326,0.00048970024,0.00049821666,0.00021280465
0.44528851,0.55268663,0.00035107066,0.00024645188,0.00049316755,0.00038285961,0.00038621644,0.00016507696
0.48974282,0.508555,0.00029601817,0.00020684228,0.00041727739,0.00031816075,0.00032612562,0.00013769326
0.45233914,0.54606891,0.00027530923,0.00019402517,0.00038767123,0.00030110675,0.00030280635,0.00013097649
0.49761641,0.49941316,0.00051728904,0.00037300514,0.00069893396,0.00055457599,0.00056565646,0.00026096476
0.54957151,0.44644913,0.00069612183,0.00050822372,0.00091931387,0.0007331128,0.00075950084,0.00036310306
0.46510297,0.53198129,0.00050247676,0.0003699933,0.00067382382,0.00055229454,0.00054860523,0.00026858388
0.45499891,0.54271603,0.00039233352,0.00028889239,0.00053042115,0.00043457811,0.00042866869,0.00021017269
0.45602795,0.54224938,0.00029511389,0.00021656696,0.00040312638,0.00032782849,0.00032301541,0.00015691179
0.50702727,0.49117631,0.00030944054,0.00022721196,0.00041944036,0.0003369943,0.00033877863,0.00016452829
0.43653241,0.56183457,0.00027857738,0.00020649223,0.000378289,0.00031274007,0.00030448646,0.00015250035
0.46464735,0.53379768,0.00026581835,0.00019707248,0.0003604868,0.00029547571,0.00029084054,0.00014533043
0.45384488,0.54473436,0.00024226269,0.0001800958,0.00032883559,0.0002709548,0.00026510013,0.00013353165
0.46878412,0.52943456,0.00030428669,0.00022832329,0.0004068448,0.00033799975,0.00033250765,0.00017142719
0.48314762,0.51505816,0.00030666418,0.00023079771,0.00040848413,0.00033906146,0.00033523189,0.00017394697
0.48503441,0.51234841,0.00044767352,0.00034179207,0.00058326247,0.00049327634,0.00048769623,0.00026348885
0.50309241,0.49450639,0.00041086896,0.0003138035,0.00053597102,0.00045047325,0.00044825402,0.00024183394
0.4673866,0.53081971,0.00030484385,0.00023279524,0.00040248313,0.00034037739,0.00033310859,0.0001800852
0.4915964,0.5067783,0.00027651928,0.00021102553,0.00036589694,0.00030651345,0.00030278647,0.00016254807
0.44825792,0.55030668,0.00024263492,0.00018592806,0.00032221648,0.0002740793,0.00026558738,0.00014487923
0.46724093,0.53150809,0.00021162322,0.00016187564,0.00028227814,0.00023773219,0.00023219424,0.00012536318
0.49345228,0.50536799,0.00019988795,0.00015283409,0.00026679103,0.00022264689,0.00021973357,0.00011779575
0.4827106,0.51625937,0.00017408108,0.00013315665,0.00023338517,0.00019511985,0.00019155549,0.00010280368
0.4743126,0.52479213,0.00015094889,0.00011544485,0.00020328769,0.00017008501,0.00016627404,8.9179266e-05
0.48622018,0.51286227,0.00015463175,0.00011883216,0.00020772149,0.00017383807,0.00017086556,9.1751011e-05
0.459194392,0.539911747,0.000149933272,0.000115647505,0.000201563322,0.000170554136,0.00016591337,9.02580286e-05
0.5219118,0.47703996,0.00017695678,0.00013677067,0.00023592538,0.00019652444,0.00019613284,0.00010594087
0.41965675,0.57905698,0.00021484526,0.00016862554,0.0002827757,0.00024783477,0.0002364823,0.00013571738
0.47561374,0.52246362,0.00032349181,0.00025578108,0.0004177439,0.00036366686,0.00035556988,0.00020638901
0.45402509,0.54373354,0.00037611488,0.00029937303,0.00048136138,0.00042572949,0.00041291697,0.00024590516
0.4639197,0.53441238,0.00027996063,0.00022082479,0.00036305882,0.00031484835,0.0003090332,0.00018013373
0.46246222,0.53630418,0.0002065197,0.0001626969,0.00027052854,0.00023415958,0.00022812617,0.00013151055
0.5266065,0.47172192,0.00028190439,0.00022322091,0.00036384669,0.00031138677,0.00031150616,0.00017963462
0.4628666,0.5356645,0.00024565691,0.00019537998,0.00031829375,0.00027873696,0.00027105783,0.00015979378
0.49058992,0.50803238,0.00023084827,0.00018337619,0.00029988535,0.00025950684,0.00025516289,0.00014895562
0.44806457,0.55073857,0.00019940142,0.00015868009,0.00026011837,0.00022814855,0.00022029183,0.00013018507
0.48669395,0.5121544,0.00019247705,0.00015295674,0.00025148751,0.00021726979,0.00021315459,0.00012426001
0.46907395,0.52942306,0.00025088186,0.00020111147,0.0003234584,0.00028455546,0.00027697289,0.00016603958
0.45927647,0.53930134,0.00023699495,0.00019032494,0.00030511539,0.00027031056,0.00026209993,0.00015728538
0.43644392,0.56251621,0.00017305068,0.00013814801,0.00022337973,0.00019960491,0.00019189008,0.00011379698
0.47595093,0.5229243,0.00018652286,0.00015067463,0.00024420972,0.00021276808,0.00020809486,0.0001224836
0.48587143,0.51260239,0.000257268,0.00020084588,0.00033184004,0.00029242705,0.00027389667,0.00016992379
0.49368584,0.50501853,0.00021978065,0.00016771711,0.00028536984,0.00024987487,0.00022954858,0.00014338082
0.45556495,0.54317331,0.00021216522,0.00016443228,0.00027512628,0.00024424357,0.00022454039,0.00014116375
0.46760592,0.53114617,0.0002099634,0.00016290578,0.00027226299,0.00024060051,0.00022262099,0.00013954562
0.47677231,0.52223241,0.00016744729,0.00012925116,0.00021908918,0.00019167467,0.000177788,0.00010997224
0.475754112,0.523414731,0.000139613723,0.000107608095,0.000183873359,0.000160201249,0.000148649502,9.12096875e-05
0.454191774,0.54508388,0.000121114026,9.37309742e-05,0.000160077543,0.000140194388,0.000129690146,7.94972511e-05
0.5106377,0.48846951,0.00015049781,0.00011601722,0.00019746713,0.00017061608,0.00016011001,9.8056589e-05
0.45423639,0.54496545,0.00013328643,0.00010390005,0.00017505711,0.00015429269,0.00014313766,8.8554858e-05
0.44174021,0.55728108,0.00016465632,0.000123534,0.00022764759,0.00018036869,0.00017460357,0.00010788842
0.46449444,0.53407866,0.00024254039,0.00017964405,0.00031679057,0.00026427853,0.00025330103,0.00017036765
0.43989724,0.55893612,0.0001993271,0.00014520694,0.0002589311,0.00021502489,0.00020826729,0.00013999645
0.46755162,0.53112775,0.0002245517,0.00016702613,0.0002898782,0.00024496386,0.00023597067,0.00015824019
0.478825927,0.520144105,0.000174625238,0.000130057786,0.00022766761,0.00019192425,0.000184164179,0.000121563724
0.48839024,0.51034206,0.00021452979,0.00016208817,0.00027700176,0.00023663511,0.0002268534,0.00015063721
0.50719053,0.49160126,0.00020402986,0.00015527503,0.00026381694,0.00022645859,0.00021620003,0.00014249735
0.49387366,0.50516576,0.00016200861,0.00012265971,0.00021123356,0.0001801843,0.00017210581,0.00011246092
0.47972286,0.51949966,0.00013095338,9.8694516e-05,0.00017198303,0.00014595929,0.00013942189,9.0490161e-05
0.46066821,0.53847992,0.00014342273,0.00010843061,0.00018734236,0.00015971849,0.00015290189,0.00010015901
0.489205569,0.509906352,0.000149323387,0.000113937327,0.000194577951,0.00016685162,0.000159436095,0.000103926286
0.49565858,0.50364321,0.00011724558,8.9212321e-05,0.00015414036,0.00013147498,0.00012542655,8.0717153e-05
0.487100095,0.512321532,9.7021184e-05,7.35440117e-05,0.000128368411,0.000109013861,0.000103926366,6.64849067e-05
0.48669794,0.51254201,0.00012752053,9.7670119e-05,0.00016648826,0.0001431002,0.00013666794,8.8642875e-05
0.41484985,0.5843522,0.00013378926,0.00010192827,0.0001739662,0.00014980472,0.00014335093,9.5125091e-05
0.49737352,0.50083679,0.00030060636,0.00023679782,0.0003780422,0.00033512074,0.00032217801,0.00021698415
0.50308359,0.49581805,0.00018416347,0.00014396323,0.00023637568,0.00020654641,0.00019769401,0.00012966475
0.48006725,0.51917499,0.00012703416,9.8441509e-05,0.0001645704,0.00014292999,0.00013647297,8.836644e-05
0.472827464,0.526583374,9.88042666e-05,7.59804461e-05,0.000128385669,0.000111218054,0.000106572792,6.81873353e-05
0.51694185,0.48236236,0.00011697043,9.0111469e-05,0.00014887576,0.00013195147,0.00012642106,8.1452337e-05
0.6151253,0.38396266,0.00015914498,0.00011686302,0.00018896807,0.00017411959,0.00017056659,0.00010241762
0.70897233,0.29016423,0.0001473641,0.0001053444,0.00018080516,0.00016721059,0.00016658664,9.6124852e-05
